participant_id,paragraph_id,region,region_text,aoi_id,aoi_text,dwell_time
l22_367,6,answer_A,Its fate is not known,14,Its,162
l22_367,6,answer_A,Its fate is not known,15,fate,265
l22_367,6,answer_A,Its fate is not known,16,is,148
l22_367,6,answer_A,Its fate is not known,17,not,0
l22_367,6,answer_A,Its fate is not known,18,known,0
l22_367,6,answer_B,It will stay at the Maritime Museum,19,It,0
l22_367,6,answer_B,It will stay at the Maritime Museum,20,will,0
l22_367,6,answer_B,It will stay at the Maritime Museum,21,stay,444
l22_367,6,answer_B,It will stay at the Maritime Museum,22,at,0
l22_367,6,answer_B,It will stay at the Maritime Museum,23,the,159
l22_367,6,answer_B,It will stay at the Maritime Museum,24,Maritime,441
l22_367,6,answer_B,It will stay at the Maritime Museum,25,Museum,0
l22_367,6,answer_D,It will be given to Erdmann,26,It,0
l22_367,6,answer_D,It will be given to Erdmann,27,will,172
l22_367,6,answer_D,It will be given to Erdmann,28,be,0
l22_367,6,answer_D,It will be given to Erdmann,29,given,199
l22_367,6,answer_D,It will be given to Erdmann,30,to,0
l22_367,6,answer_D,It will be given to Erdmann,31,Erdmann,0
l22_367,6,answer_C,Photos of it will be put on display,32,Photos,153
l22_367,6,answer_C,Photos of it will be put on display,33,of,230
l22_367,6,answer_C,Photos of it will be put on display,34,it,158
l22_367,6,answer_C,Photos of it will be put on display,35,will,207
l22_367,6,answer_C,Photos of it will be put on display,36,be,0
l22_367,6,answer_C,Photos of it will be put on display,37,put,0
l22_367,6,answer_C,Photos of it will be put on display,38,on,135
l22_367,6,answer_C,Photos of it will be put on display,39,display,0
l23_368,3,question,How was the bottle discovered?,1,How,180
l23_368,3,question,How was the bottle discovered?,2,was,415
l23_368,3,question,How was the bottle discovered?,3,the,0
l23_368,3,question,How was the bottle discovered?,4,bottle,396
l23_368,3,question,How was the bottle discovered?,5,discovered?,132
l23_368,3,answer_A,A fisherman discovered it,6,A,198
l23_368,3,answer_A,A fisherman discovered it,7,fisherman,461
l23_368,3,answer_A,A fisherman discovered it,8,discovered,0
l23_368,3,answer_A,A fisherman discovered it,9,it,0
l23_368,3,answer_D,A boy discovered it while playing in the sea,10,A,0
l23_368,3,answer_D,A boy discovered it while playing in the sea,11,boy,108
l23_368,3,answer_D,A boy discovered it while playing in the sea,12,discovered,103
l23_368,3,answer_D,A boy discovered it while playing in the sea,13,it,0
l23_368,3,answer_D,A boy discovered it while playing in the sea,14,while,217
l23_368,3,answer_D,A boy discovered it while playing in the sea,15,playing,68
l23_368,3,answer_D,A boy discovered it while playing in the sea,16,in,0
l23_368,3,answer_D,A boy discovered it while playing in the sea,17,the,0
l23_368,3,answer_D,A boy discovered it while playing in the sea,18,sea,0
l23_368,3,answer_C,Holger von Neuhoff discovered it,19,Holger,139
l23_368,3,answer_C,Holger von Neuhoff discovered it,20,von,0
l23_368,3,answer_C,Holger von Neuhoff discovered it,21,Neuhoff,103
l23_368,3,answer_C,Holger von Neuhoff discovered it,22,discovered,65
l23_368,3,answer_C,Holger von Neuhoff discovered it,23,it,0
l23_368,3,answer_B,It washed up on the shore of Kiel,24,It,0
l23_368,3,answer_B,It washed up on the shore of Kiel,25,washed,176
l23_368,3,answer_B,It washed up on the shore of Kiel,26,up,0
l23_368,3,answer_B,It washed up on the shore of Kiel,27,on,0
l23_368,3,answer_B,It washed up on the shore of Kiel,28,the,160
l23_368,3,answer_B,It washed up on the shore of Kiel,29,shore,163
l23_368,3,answer_B,It washed up on the shore of Kiel,30,of,0
l23_368,3,answer_B,It washed up on the shore of Kiel,31,Kiel,0
l24_372,5,question,Which of the following characteristics does Angela Erdman share with her grandfather?,1,Which,250
l24_372,5,question,Which of the following characteristics does Angela Erdman share with her grandfather?,2,of,0
l24_372,5,question,Which of the following characteristics does Angela Erdman share with her grandfather?,3,the,0
l24_372,5,question,Which of the following characteristics does Angela Erdman share with her grandfather?,4,following,148
l24_372,5,question,Which of the following characteristics does Angela Erdman share with her grandfather?,5,characteristics,104
l24_372,5,question,Which of the following characteristics does Angela Erdman share with her grandfather?,6,does,0
l24_372,5,question,Which of the following characteristics does Angela Erdman share with her grandfather?,7,Angela,0
l24_372,5,question,Which of the following characteristics does Angela Erdman share with her grandfather?,8,Erdman,209
l24_372,5,question,Which of the following characteristics does Angela Erdman share with her grandfather?,9,share,81
l24_372,5,question,Which of the following characteristics does Angela Erdman share with her grandfather?,10,with,0
l24_372,5,question,Which of the following characteristics does Angela Erdman share with her grandfather?,11,her,256
l24_372,5,question,Which of the following characteristics does Angela Erdman share with her grandfather?,12,grandfather?,589
l24_372,5,answer_B,Love for writing,13,Love,214
l24_372,5,answer_B,Love for writing,14,for,0
l24_372,5,answer_B,Love for writing,15,writing,0
l24_372,5,answer_A,Open-mindedness,16,Open-mindedness,1265
l24_372,5,answer_C,Opposition to polluting the sea,17,Opposition,203
l24_372,5,answer_C,Opposition to polluting the sea,18,to,0
l24_372,5,answer_C,Opposition to polluting the sea,19,polluting,151
l24_372,5,answer_C,Opposition to polluting the sea,20,the,0
l24_372,5,answer_C,Opposition to polluting the sea,21,sea,0
l24_372,5,answer_D,Love for museums,22,Love,123
l24_372,5,answer_D,Love for museums,23,for,231
l24_372,5,answer_D,Love for museums,24,museums,143
l25_373,2,question,What did Angela's visitor deliver?,1,What,338
l25_373,2,question,What did Angela's visitor deliver?,2,did,498
l25_373,2,question,What did Angela's visitor deliver?,3,Angela's,799
l25_373,2,question,What did Angela's visitor deliver?,4,visitor,584
l25_373,2,question,What did Angela's visitor deliver?,5,deliver?,172
l25_373,2,answer_B,A message from the post office,6,A,0
l25_373,2,answer_B,A message from the post office,7,message,357
l25_373,2,answer_B,A message from the post office,8,from,111
l25_373,2,answer_B,A message from the post office,9,the,0
l25_373,2,answer_B,A message from the post office,10,post,399
l25_373,2,answer_B,A message from the post office,11,office,0
l25_373,2,answer_C,A letter from a museum in Hamburg,12,A,0
l25_373,2,answer_C,A letter from a museum in Hamburg,13,letter,194
l25_373,2,answer_C,A letter from a museum in Hamburg,14,from,0
l25_373,2,answer_C,A letter from a museum in Hamburg,15,a,0
l25_373,2,answer_C,A letter from a museum in Hamburg,16,museum,0
l25_373,2,answer_C,A letter from a museum in Hamburg,17,in,328
l25_373,2,answer_C,A letter from a museum in Hamburg,18,Hamburg,0
l25_373,2,answer_D,A package for Angela,19,A,0
l25_373,2,answer_D,A package for Angela,20,package,485
l25_373,2,answer_D,A package for Angela,21,for,0
l25_373,2,answer_D,A package for Angela,22,Angela,115
l25_373,2,answer_A,News of the discovery of the bottle,23,News,59
l25_373,2,answer_A,News of the discovery of the bottle,24,of,145
l25_373,2,answer_A,News of the discovery of the bottle,25,the,150
l25_373,2,answer_A,News of the discovery of the bottle,26,discovery,123
l25_373,2,answer_A,News of the discovery of the bottle,27,of,0
l25_373,2,answer_A,News of the discovery of the bottle,28,the,83
l25_373,2,answer_A,News of the discovery of the bottle,29,bottle,0
l25_373,3,question,How was the bottle discovered?,1,How,188
l25_373,3,question,How was the bottle discovered?,2,was,547
l25_373,3,question,How was the bottle discovered?,3,the,0
l25_373,3,question,How was the bottle discovered?,4,bottle,170
l25_373,3,question,How was the bottle discovered?,5,discovered?,500
l25_373,3,answer_B,It washed up on the shore of Kiel,6,It,174
l25_373,3,answer_B,It washed up on the shore of Kiel,7,washed,0
l25_373,3,answer_B,It washed up on the shore of Kiel,8,up,0
l25_373,3,answer_B,It washed up on the shore of Kiel,9,on,0
l25_373,3,answer_B,It washed up on the shore of Kiel,10,the,0
l25_373,3,answer_B,It washed up on the shore of Kiel,11,shore,209
l25_373,3,answer_B,It washed up on the shore of Kiel,12,of,0
l25_373,3,answer_B,It washed up on the shore of Kiel,13,Kiel,110
l25_373,3,answer_D,A boy discovered it while playing in the sea,14,A,0
l25_373,3,answer_D,A boy discovered it while playing in the sea,15,boy,259
l25_373,3,answer_D,A boy discovered it while playing in the sea,16,discovered,146
l25_373,3,answer_D,A boy discovered it while playing in the sea,17,it,0
l25_373,3,answer_D,A boy discovered it while playing in the sea,18,while,170
l25_373,3,answer_D,A boy discovered it while playing in the sea,19,playing,0
l25_373,3,answer_D,A boy discovered it while playing in the sea,20,in,0
l25_373,3,answer_D,A boy discovered it while playing in the sea,21,the,0
l25_373,3,answer_D,A boy discovered it while playing in the sea,22,sea,174
l25_373,3,answer_C,Holger von Neuhoff discovered it,23,Holger,170
l25_373,3,answer_C,Holger von Neuhoff discovered it,24,von,0
l25_373,3,answer_C,Holger von Neuhoff discovered it,25,Neuhoff,0
l25_373,3,answer_C,Holger von Neuhoff discovered it,26,discovered,98
l25_373,3,answer_C,Holger von Neuhoff discovered it,27,it,0
l25_373,3,answer_A,A fisherman discovered it,28,A,0
l25_373,3,answer_A,A fisherman discovered it,29,fisherman,395
l25_373,3,answer_A,A fisherman discovered it,30,discovered,272
l25_373,3,answer_A,A fisherman discovered it,31,it,0
l25_373,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",1,According,170
l25_373,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",2,to,0
l25_373,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",3,"researchers,",198
l25_373,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",4,when,283
l25_373,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",5,did,213
l25_373,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",6,Richard,230
l25_373,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",7,Platz,0
l25_373,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",8,throw,515
l25_373,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",9,the,0
l25_373,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",10,bottle,0
l25_373,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",11,into,417
l25_373,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",12,the,53
l25_373,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",13,sea?,0
l25_373,4,answer_D,Before 1901,14,Before,103
l25_373,4,answer_D,Before 1901,15,1901,0
l25_373,4,answer_B,Before 1913,16,Before,442
l25_373,4,answer_B,Before 1913,17,1913,0
l25_373,4,answer_A,At the age of 20,18,At,408
l25_373,4,answer_A,At the age of 20,19,the,509
l25_373,4,answer_A,At the age of 20,20,age,272
l25_373,4,answer_A,At the age of 20,21,of,256
l25_373,4,answer_A,At the age of 20,22,20,0
l25_373,4,answer_C,At the age of 54,23,At,0
l25_373,4,answer_C,At the age of 54,24,the,0
l25_373,4,answer_C,At the age of 54,25,age,235
l25_373,4,answer_C,At the age of 54,26,of,149
l25_373,4,answer_C,At the age of 54,27,54,0
l26_375,1,question,Who threw the bottle into the Baltic Sea?,1,Who,156
l26_375,1,question,Who threw the bottle into the Baltic Sea?,2,threw,0
l26_375,1,question,Who threw the bottle into the Baltic Sea?,3,the,402
l26_375,1,question,Who threw the bottle into the Baltic Sea?,4,bottle,218
l26_375,1,question,Who threw the bottle into the Baltic Sea?,5,into,142
l26_375,1,question,Who threw the bottle into the Baltic Sea?,6,the,0
l26_375,1,question,Who threw the bottle into the Baltic Sea?,7,Baltic,334
l26_375,1,question,Who threw the bottle into the Baltic Sea?,8,Sea?,0
l26_375,1,answer_C,A museum worker,9,A,0
l26_375,1,answer_C,A museum worker,10,museum,294
l26_375,1,answer_C,A museum worker,11,worker,0
l26_375,1,answer_B,Angela Erdmann,12,Angela,217
l26_375,1,answer_B,Angela Erdmann,13,Erdmann,182
l26_375,1,answer_A,Angela Erdmann's grandfather,14,Angela,207
l26_375,1,answer_A,Angela Erdmann's grandfather,15,Erdmann's,499
l26_375,1,answer_A,Angela Erdmann's grandfather,16,grandfather,0
l26_375,1,answer_D,A fisherman,17,A,0
l26_375,1,answer_D,A fisherman,18,fisherman,348
l27_378,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",1,According,176
l27_378,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",2,to,0
l27_378,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",3,"researchers,",124
l27_378,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",4,when,197
l27_378,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",5,did,0
l27_378,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",6,Richard,481
l27_378,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",7,Platz,150
l27_378,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",8,throw,0
l27_378,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",9,the,154
l27_378,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",10,bottle,221
l27_378,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",11,into,0
l27_378,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",12,the,0
l27_378,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",13,sea?,0
l27_378,4,answer_A,At the age of 20,14,At,0
l27_378,4,answer_A,At the age of 20,15,the,39
l27_378,4,answer_A,At the age of 20,16,age,0
l27_378,4,answer_A,At the age of 20,17,of,0
l27_378,4,answer_A,At the age of 20,18,20,0
l27_378,4,answer_C,At the age of 54,19,At,0
l27_378,4,answer_C,At the age of 54,20,the,0
l27_378,4,answer_C,At the age of 54,21,age,0
l27_378,4,answer_C,At the age of 54,22,of,0
l27_378,4,answer_C,At the age of 54,23,54,0
l27_378,4,answer_D,Before 1901,24,Before,240
l27_378,4,answer_D,Before 1901,25,1901,0
l27_378,4,answer_B,Before 1913,26,Before,0
l27_378,4,answer_B,Before 1913,27,1913,213
l28_380,6,question,What will happen to the bottle after the experts finish examining the text?,1,What,204
l28_380,6,question,What will happen to the bottle after the experts finish examining the text?,2,will,0
l28_380,6,question,What will happen to the bottle after the experts finish examining the text?,3,happen,443
l28_380,6,question,What will happen to the bottle after the experts finish examining the text?,4,to,0
l28_380,6,question,What will happen to the bottle after the experts finish examining the text?,5,the,0
l28_380,6,question,What will happen to the bottle after the experts finish examining the text?,6,bottle,0
l28_380,6,question,What will happen to the bottle after the experts finish examining the text?,7,after,183
l28_380,6,question,What will happen to the bottle after the experts finish examining the text?,8,the,0
l28_380,6,question,What will happen to the bottle after the experts finish examining the text?,9,experts,188
l28_380,6,question,What will happen to the bottle after the experts finish examining the text?,10,finish,328
l28_380,6,question,What will happen to the bottle after the experts finish examining the text?,11,examining,152
l28_380,6,question,What will happen to the bottle after the experts finish examining the text?,12,the,150
l28_380,6,question,What will happen to the bottle after the experts finish examining the text?,13,text?,0
l28_380,6,answer_B,It will stay at the Maritime Museum,14,It,147
l28_380,6,answer_B,It will stay at the Maritime Museum,15,will,346
l28_380,6,answer_B,It will stay at the Maritime Museum,16,stay,0
l28_380,6,answer_B,It will stay at the Maritime Museum,17,at,0
l28_380,6,answer_B,It will stay at the Maritime Museum,18,the,216
l28_380,6,answer_B,It will stay at the Maritime Museum,19,Maritime,891
l28_380,6,answer_B,It will stay at the Maritime Museum,20,Museum,0
l28_380,6,answer_D,It will be given to Erdmann,21,It,0
l28_380,6,answer_D,It will be given to Erdmann,22,will,0
l28_380,6,answer_D,It will be given to Erdmann,23,be,441
l28_380,6,answer_D,It will be given to Erdmann,24,given,126
l28_380,6,answer_D,It will be given to Erdmann,25,to,200
l28_380,6,answer_D,It will be given to Erdmann,26,Erdmann,0
l28_380,6,answer_A,Its fate is not known,27,Its,0
l28_380,6,answer_A,Its fate is not known,28,fate,162
l28_380,6,answer_A,Its fate is not known,29,is,0
l28_380,6,answer_A,Its fate is not known,30,not,233
l28_380,6,answer_A,Its fate is not known,31,known,0
l28_380,6,answer_C,Photos of it will be put on display,32,Photos,257
l28_380,6,answer_C,Photos of it will be put on display,33,of,0
l28_380,6,answer_C,Photos of it will be put on display,34,it,139
l28_380,6,answer_C,Photos of it will be put on display,35,will,151
l28_380,6,answer_C,Photos of it will be put on display,36,be,0
l28_380,6,answer_C,Photos of it will be put on display,37,put,214
l28_380,6,answer_C,Photos of it will be put on display,38,on,0
l28_380,6,answer_C,Photos of it will be put on display,39,display,0
l29_454,2,question,What did Angela's visitor deliver?,1,What,158
l29_454,2,question,What did Angela's visitor deliver?,2,did,265
l29_454,2,question,What did Angela's visitor deliver?,3,Angela's,1516
l29_454,2,question,What did Angela's visitor deliver?,4,visitor,1040
l29_454,2,question,What did Angela's visitor deliver?,5,deliver?,279
l29_454,2,answer_D,A package for Angela,6,A,474
l29_454,2,answer_D,A package for Angela,7,package,4256
l29_454,2,answer_D,A package for Angela,8,for,999
l29_454,2,answer_D,A package for Angela,9,Angela,637
l29_454,2,answer_C,A letter from a museum in Hamburg,10,A,0
l29_454,2,answer_C,A letter from a museum in Hamburg,11,letter,3392
l29_454,2,answer_C,A letter from a museum in Hamburg,12,from,3413
l29_454,2,answer_C,A letter from a museum in Hamburg,13,a,841
l29_454,2,answer_C,A letter from a museum in Hamburg,14,museum,1933
l29_454,2,answer_C,A letter from a museum in Hamburg,15,in,1083
l29_454,2,answer_C,A letter from a museum in Hamburg,16,Hamburg,680
l29_454,2,answer_A,News of the discovery of the bottle,17,News,622
l29_454,2,answer_A,News of the discovery of the bottle,18,of,1667
l29_454,2,answer_A,News of the discovery of the bottle,19,the,710
l29_454,2,answer_A,News of the discovery of the bottle,20,discovery,917
l29_454,2,answer_A,News of the discovery of the bottle,21,of,641
l29_454,2,answer_A,News of the discovery of the bottle,22,the,466
l29_454,2,answer_A,News of the discovery of the bottle,23,bottle,0
l29_454,2,answer_B,A message from the post office,24,A,165
l29_454,2,answer_B,A message from the post office,25,message,1884
l29_454,2,answer_B,A message from the post office,26,from,983
l29_454,2,answer_B,A message from the post office,27,the,1454
l29_454,2,answer_B,A message from the post office,28,post,1651
l29_454,2,answer_B,A message from the post office,29,office,604
l29_454,3,question,How was the bottle discovered?,1,How,133
l29_454,3,question,How was the bottle discovered?,2,was,361
l29_454,3,question,How was the bottle discovered?,3,the,0
l29_454,3,question,How was the bottle discovered?,4,bottle,442
l29_454,3,question,How was the bottle discovered?,5,discovered?,187
l29_454,3,answer_A,A fisherman discovered it,6,A,21
l29_454,3,answer_A,A fisherman discovered it,7,fisherman,837
l29_454,3,answer_A,A fisherman discovered it,8,discovered,455
l29_454,3,answer_A,A fisherman discovered it,9,it,0
l29_454,3,answer_C,Holger von Neuhoff discovered it,10,Holger,877
l29_454,3,answer_C,Holger von Neuhoff discovered it,11,von,178
l29_454,3,answer_C,Holger von Neuhoff discovered it,12,Neuhoff,1095
l29_454,3,answer_C,Holger von Neuhoff discovered it,13,discovered,353
l29_454,3,answer_C,Holger von Neuhoff discovered it,14,it,0
l29_454,3,answer_D,A boy discovered it while playing in the sea,15,A,0
l29_454,3,answer_D,A boy discovered it while playing in the sea,16,boy,124
l29_454,3,answer_D,A boy discovered it while playing in the sea,17,discovered,125
l29_454,3,answer_D,A boy discovered it while playing in the sea,18,it,0
l29_454,3,answer_D,A boy discovered it while playing in the sea,19,while,206
l29_454,3,answer_D,A boy discovered it while playing in the sea,20,playing,0
l29_454,3,answer_D,A boy discovered it while playing in the sea,21,in,0
l29_454,3,answer_D,A boy discovered it while playing in the sea,22,the,139
l29_454,3,answer_D,A boy discovered it while playing in the sea,23,sea,0
l29_454,3,answer_B,It washed up on the shore of Kiel,24,It,0
l29_454,3,answer_B,It washed up on the shore of Kiel,25,washed,197
l29_454,3,answer_B,It washed up on the shore of Kiel,26,up,0
l29_454,3,answer_B,It washed up on the shore of Kiel,27,on,138
l29_454,3,answer_B,It washed up on the shore of Kiel,28,the,0
l29_454,3,answer_B,It washed up on the shore of Kiel,29,shore,52
l29_454,3,answer_B,It washed up on the shore of Kiel,30,of,244
l29_454,3,answer_B,It washed up on the shore of Kiel,31,Kiel,0
l29_454,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",1,According,265
l29_454,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",2,to,0
l29_454,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",3,"researchers,",135
l29_454,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",4,when,558
l29_454,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",5,did,104
l29_454,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",6,Richard,361
l29_454,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",7,Platz,0
l29_454,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",8,throw,144
l29_454,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",9,the,0
l29_454,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",10,bottle,192
l29_454,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",11,into,0
l29_454,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",12,the,121
l29_454,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",13,sea?,0
l29_454,4,answer_D,Before 1901,14,Before,465
l29_454,4,answer_D,Before 1901,15,1901,0
l29_454,4,answer_B,Before 1913,16,Before,711
l29_454,4,answer_B,Before 1913,17,1913,377
l29_454,4,answer_A,At the age of 20,18,At,0
l29_454,4,answer_A,At the age of 20,19,the,193
l29_454,4,answer_A,At the age of 20,20,age,277
l29_454,4,answer_A,At the age of 20,21,of,0
l29_454,4,answer_A,At the age of 20,22,20,0
l29_454,4,answer_C,At the age of 54,23,At,0
l29_454,4,answer_C,At the age of 54,24,the,0
l29_454,4,answer_C,At the age of 54,25,age,341
l29_454,4,answer_C,At the age of 54,26,of,186
l29_454,4,answer_C,At the age of 54,27,54,0
l2_324,1,question,Who threw the bottle into the Baltic Sea?,1,Who,127
l2_324,1,question,Who threw the bottle into the Baltic Sea?,2,threw,0
l2_324,1,question,Who threw the bottle into the Baltic Sea?,3,the,0
l2_324,1,question,Who threw the bottle into the Baltic Sea?,4,bottle,478
l2_324,1,question,Who threw the bottle into the Baltic Sea?,5,into,725
l2_324,1,question,Who threw the bottle into the Baltic Sea?,6,the,0
l2_324,1,question,Who threw the bottle into the Baltic Sea?,7,Baltic,338
l2_324,1,question,Who threw the bottle into the Baltic Sea?,8,Sea?,0
l2_324,1,answer_B,Angela Erdmann,9,Angela,140
l2_324,1,answer_B,Angela Erdmann,10,Erdmann,150
l2_324,1,answer_D,A fisherman,11,A,0
l2_324,1,answer_D,A fisherman,12,fisherman,123
l2_324,1,answer_A,Angela Erdmann's grandfather,13,Angela,212
l2_324,1,answer_A,Angela Erdmann's grandfather,14,Erdmann's,0
l2_324,1,answer_A,Angela Erdmann's grandfather,15,grandfather,0
l2_324,1,answer_C,A museum worker,16,A,0
l2_324,1,answer_C,A museum worker,17,museum,179
l2_324,1,answer_C,A museum worker,18,worker,0
l30_386,5,question,Which of the following characteristics does Angela Erdman share with her grandfather?,1,Which,169
l30_386,5,question,Which of the following characteristics does Angela Erdman share with her grandfather?,2,of,0
l30_386,5,question,Which of the following characteristics does Angela Erdman share with her grandfather?,3,the,0
l30_386,5,question,Which of the following characteristics does Angela Erdman share with her grandfather?,4,following,122
l30_386,5,question,Which of the following characteristics does Angela Erdman share with her grandfather?,5,characteristics,144
l30_386,5,question,Which of the following characteristics does Angela Erdman share with her grandfather?,6,does,179
l30_386,5,question,Which of the following characteristics does Angela Erdman share with her grandfather?,7,Angela,152
l30_386,5,question,Which of the following characteristics does Angela Erdman share with her grandfather?,8,Erdman,0
l30_386,5,question,Which of the following characteristics does Angela Erdman share with her grandfather?,9,share,162
l30_386,5,question,Which of the following characteristics does Angela Erdman share with her grandfather?,10,with,0
l30_386,5,question,Which of the following characteristics does Angela Erdman share with her grandfather?,11,her,0
l30_386,5,question,Which of the following characteristics does Angela Erdman share with her grandfather?,12,grandfather?,179
l30_386,5,answer_D,Love for museums,13,Love,294
l30_386,5,answer_D,Love for museums,14,for,168
l30_386,5,answer_D,Love for museums,15,museums,24
l30_386,5,answer_C,Opposition to polluting the sea,16,Opposition,277
l30_386,5,answer_C,Opposition to polluting the sea,17,to,80
l30_386,5,answer_C,Opposition to polluting the sea,18,polluting,288
l30_386,5,answer_C,Opposition to polluting the sea,19,the,0
l30_386,5,answer_C,Opposition to polluting the sea,20,sea,0
l30_386,5,answer_B,Love for writing,21,Love,93
l30_386,5,answer_B,Love for writing,22,for,326
l30_386,5,answer_B,Love for writing,23,writing,0
l30_386,5,answer_A,Open-mindedness,24,Open-mindedness,153
l31_388,2,question,What did Angela's visitor deliver?,1,What,950
l31_388,2,question,What did Angela's visitor deliver?,2,did,275
l31_388,2,question,What did Angela's visitor deliver?,3,Angela's,158
l31_388,2,question,What did Angela's visitor deliver?,4,visitor,247
l31_388,2,question,What did Angela's visitor deliver?,5,deliver?,0
l31_388,2,answer_A,News of the discovery of the bottle,6,News,234
l31_388,2,answer_A,News of the discovery of the bottle,7,of,0
l31_388,2,answer_A,News of the discovery of the bottle,8,the,0
l31_388,2,answer_A,News of the discovery of the bottle,9,discovery,823
l31_388,2,answer_A,News of the discovery of the bottle,10,of,0
l31_388,2,answer_A,News of the discovery of the bottle,11,the,310
l31_388,2,answer_A,News of the discovery of the bottle,12,bottle,0
l31_388,2,answer_B,A message from the post office,13,A,0
l31_388,2,answer_B,A message from the post office,14,message,333
l31_388,2,answer_B,A message from the post office,15,from,173
l31_388,2,answer_B,A message from the post office,16,the,167
l31_388,2,answer_B,A message from the post office,17,post,179
l31_388,2,answer_B,A message from the post office,18,office,0
l31_388,2,answer_C,A letter from a museum in Hamburg,19,A,0
l31_388,2,answer_C,A letter from a museum in Hamburg,20,letter,279
l31_388,2,answer_C,A letter from a museum in Hamburg,21,from,228
l31_388,2,answer_C,A letter from a museum in Hamburg,22,a,0
l31_388,2,answer_C,A letter from a museum in Hamburg,23,museum,413
l31_388,2,answer_C,A letter from a museum in Hamburg,24,in,0
l31_388,2,answer_C,A letter from a museum in Hamburg,25,Hamburg,199
l31_388,2,answer_D,A package for Angela,26,A,0
l31_388,2,answer_D,A package for Angela,27,package,335
l31_388,2,answer_D,A package for Angela,28,for,153
l31_388,2,answer_D,A package for Angela,29,Angela,0
l32_390,1,question,Who threw the bottle into the Baltic Sea?,1,Who,135
l32_390,1,question,Who threw the bottle into the Baltic Sea?,2,threw,172
l32_390,1,question,Who threw the bottle into the Baltic Sea?,3,the,144
l32_390,1,question,Who threw the bottle into the Baltic Sea?,4,bottle,348
l32_390,1,question,Who threw the bottle into the Baltic Sea?,5,into,0
l32_390,1,question,Who threw the bottle into the Baltic Sea?,6,the,508
l32_390,1,question,Who threw the bottle into the Baltic Sea?,7,Baltic,137
l32_390,1,question,Who threw the bottle into the Baltic Sea?,8,Sea?,0
l32_390,1,answer_A,Angela Erdmann's grandfather,9,Angela,433
l32_390,1,answer_A,Angela Erdmann's grandfather,10,Erdmann's,527
l32_390,1,answer_A,Angela Erdmann's grandfather,11,grandfather,225
l32_390,1,answer_D,A fisherman,12,A,0
l32_390,1,answer_D,A fisherman,13,fisherman,182
l32_390,1,answer_B,Angela Erdmann,14,Angela,285
l32_390,1,answer_B,Angela Erdmann,15,Erdmann,0
l32_390,1,answer_C,A museum worker,16,A,0
l32_390,1,answer_C,A museum worker,17,museum,237
l32_390,1,answer_C,A museum worker,18,worker,0
l33_515,2,question,What did Angela's visitor deliver?,1,What,167
l33_515,2,question,What did Angela's visitor deliver?,2,did,0
l33_515,2,question,What did Angela's visitor deliver?,3,Angela's,189
l33_515,2,question,What did Angela's visitor deliver?,4,visitor,574
l33_515,2,question,What did Angela's visitor deliver?,5,deliver?,206
l33_515,2,answer_A,News of the discovery of the bottle,6,News,0
l33_515,2,answer_A,News of the discovery of the bottle,7,of,240
l33_515,2,answer_A,News of the discovery of the bottle,8,the,0
l33_515,2,answer_A,News of the discovery of the bottle,9,discovery,583
